 71.865 101   -1   -1   -1   0    0
 63.195 101   -1   -1   -1   0    0
 66.158 101   -1   -1   -1   0    0
 64.937 101   -1   -1   -1   0    0
 67.786 101   -1   -1   -1   0    0
 67.734 101   -1   -1   -1   0    0
 73.910 101   -1   -1   -1   0    0
 64.738 101   -1   -1   -1   0    0
 61.058 101   -1   -1   -1   0    0
 68.735 101   -1   -1   -1   0    0
 62.060 101   -1   -1   -1   0    0
 62.534 101   -1   -1   -1   0    0
 67.868 101   -1   -1   -1   0    0
 67.512 101   -1   -1   -1   0    0
 67.384 101   -1   -1   -1   0    0
 61.850 101   -1   -1   -1   0    0
 66.610 101   -1   -1   -1   0    0
 72.124 101   -1   -1   -1   0    0
 60.535 101   -1   -1   -1   0    0
 60.539 101   -1   -1   -1   0    0
 68.128 101   -1   -1   -1   0    0
 69.670 101   -1   -1   -1   0    0
 62.275 101   -1   -1   -1   0    0
 67.090 101   -1   -1   -1   0    0
 67.741 101   -1   -1   -1   0    0
 65.912 101   -1   -1   -1   0    0
 67.733 101   -1   -1   -1   0    0
 62.453 101   -1   -1   -1   0    0
 61.222 101   -1   -1   -1   0    0
 62.358 101   -1   -1   -1   0    0
 61.669 101   -1   -1   -1   0    0
 62.402 101   -1   -1   -1   0    0
 62.541 101   -1   -1   -1   0    0
 67.257 101   -1   -1   -1   0    0
 69.029 101   -1   -1   -1   0    0
 69.163 101   -1   -1   -1   0    0
 68.265 101   -1   -1   -1   0    0
 66.683 101   -1   -1   -1   0    0
 65.126 101   -1   -1   -1   0    0
 61.189 101   -1   -1   -1   0    0
 63.226 101   -1   -1   -1   0    0
 69.201 101   -1   -1   -1   0    0
 60.974 101   -1   -1   -1   0    0
 69.791 101   -1   -1   -1   0    0
 60.873 101   -1   -1   -1   0    0
 73.921 101   -1   -1   -1   0    0
 60.198 101   -1   -1   -1   0    0
 64.162 101   -1   -1   -1   0    0
 66.032 101   -1   -1   -1   0    0
 63.056 101   -1   -1   -1   0    0
 62.322 101   -1   -1   -1   0    0
 67.682 101   -1   -1   -1   0    0
 68.518 101   -1   -1   -1   0    0
 65.980 101   -1   -1   -1   0    0
 68.164 101   -1   -1   -1   0    0
 71.116 101   -1   -1   -1   0    0
 63.198 101   -1   -1   -1   0    0
 70.222 101   -1   -1   -1   0    0
 68.399 101   -1   -1   -1   0    0
 64.562 101   -1   -1   -1   0    0
 61.984 101   -1   -1   -1   0    0
 63.683 101   -1   -1   -1   0    0
 62.187 101   -1   -1   -1   0    0
 65.477 101   -1   -1   -1   0    0
 72.782 101   -1   -1   -1   0    0
 73.410 101   -1   -1   -1   0    0
 70.347 101   -1   -1   -1   0    0
 65.881 101   -1   -1   -1   0    0
 69.092 101   -1   -1   -1   0    0
 69.073 101   -1   -1   -1   0    0
 65.661 101   -1   -1   -1   0    0
 65.475 101   -1   -1   -1   0    0
 62.523 101   -1   -1   -1   0    0
 74.008 101   -1   -1   -1   0    0
 62.231 101   -1   -1   -1   0    0
 64.299 101   -1   -1   -1   0    0
 63.347 101   -1   -1   -1   0    0
 62.486 101   -1   -1   -1   0    0
 65.951 101   -1   -1   -1   0    0
 72.954 101   -1   -1   -1   0    0
 66.199 101   -1   -1   -1   0    0
 65.627 101   -1   -1   -1   0    0
 61.711 101   -1   -1   -1   0    0
 64.654 101   -1   -1   -1   0    0
 61.023 101   -1   -1   -1   0    0
 61.003 101   -1   -1   -1   0    0
 61.705 101   -1   -1   -1   0    0
 62.444 101   -1   -1   -1   0    0
 69.113 101   -1   -1   -1   0    0
 59.539 101   -1   -1   -1   0    0
 64.538 101   -1   -1   -1   0    0
 61.369 101   -1   -1   -1   0    0
 69.829 101   -1   -1   -1   0    0
 64.275 101   -1   -1   -1   0    0
 65.803 101   -1   -1   -1   0    0
 70.631 101   -1   -1   -1   0    0
 68.489 101   -1   -1   -1   0    0
 68.480 101   -1   -1   -1   0    0
 64.221 101   -1   -1   -1   0    0
 66.067 101   -1   -1   -1   0    0
 72.561 101   -1   -1   -1   0    0
 72.673 101   -1   -1   -1   0    0
 62.031 101   -1   -1   -1   0    0
 68.426 101   -1   -1   -1   0    0
 66.907 101   -1   -1   -1   0    0
 70.479 101   -1   -1   -1   0    0
 66.345 101   -1   -1   -1   0    0
 64.753 101   -1   -1   -1   0    0
 69.233 101   -1   -1   -1   0    0
 60.877 101   -1   -1   -1   0    0
 69.235 101   -1   -1   -1   0    0
 64.456 101   -1   -1   -1   0    0
 66.954 101   -1   -1   -1   0    0
 66.710 101   -1   -1   -1   0    0
 66.171 101   -1   -1   -1   0    0
 70.840 101   -1   -1   -1   0    0
 61.136 101   -1   -1   -1   0    0
 60.396 101   -1   -1   -1   0    0
 65.025 101   -1   -1   -1   0    0
 71.047 101   -1   -1   -1   0    0
 60.965 101   -1   -1   -1   0    0
 60.419 101   -1   -1   -1   0    0
 64.701 101   -1   -1   -1   0    0
 63.206 101   -1   -1   -1   0    0
 60.822 101   -1   -1   -1   0    0
 60.995 101   -1   -1   -1   0    0
 61.233 101   -1   -1   -1   0    0
 73.878 101   -1   -1   -1   0    0
 61.306 101   -1   -1   -1   0    0
 70.204 101   -1   -1   -1   0    0
 60.956 101   -1   -1   -1   0    0
 68.493 101   -1   -1   -1   0    0
 62.149 101   -1   -1   -1   0    0
 64.614 101   -1   -1   -1   0    0
 64.450 101   -1   -1   -1   0    0
 65.665 101   -1   -1   -1   0    0
 63.054 101   -1   -1   -1   0    0
 66.445 101   -1   -1   -1   0    0
 67.557 101   -1   -1   -1   0    0
 68.784 101   -1   -1   -1   0    0
 62.116 101   -1   -1   -1   0    0
 64.367 101   -1   -1   -1   0    0
 69.149 101   -1   -1   -1   0    0
 61.548 101   -1   -1   -1   0    0
 61.697 101   -1   -1   -1   0    0
 65.030 101   -1   -1   -1   0    0
 60.645 101   -1   -1   -1   0    0
 62.983 101   -1   -1   -1   0    0
 65.097 101   -1   -1   -1   0    0
 67.469 101   -1   -1   -1   0    0
 65.780 101   -1   -1   -1   0    0
 61.582 101   -1   -1   -1   0    0
 62.075 101   -1   -1   -1   0    0
 59.316 101   -1   -1   -1   0    0
 64.854 101   -1   -1   -1   0    0
 71.053 101   -1   -1   -1   0    0
 68.670 101   -1   -1   -1   0    0
 69.221 101   -1   -1   -1   0    0
 68.259 101   -1   -1   -1   0    0
 66.044 101   -1   -1   -1   0    0
 65.033 101   -1   -1   -1   0    0
 62.774 101   -1   -1   -1   0    0
 68.437 101   -1   -1   -1   0    0
 68.426 101   -1   -1   -1   0    0
 62.113 101   -1   -1   -1   0    0
 63.855 101   -1   -1   -1   0    0
 64.406 101   -1   -1   -1   0    0
 62.810 101   -1   -1   -1   0    0
 63.109 101   -1   -1   -1   0    0
 60.287 101   -1   -1   -1   0    0
 62.320 101   -1   -1   -1   0    0
 67.799 101   -1   -1   -1   0    0
 64.979 101   -1   -1   -1   0    0
 69.714 101   -1   -1   -1   0    0
 70.699 101   -1   -1   -1   0    0
 66.037 101   -1   -1   -1   0    0
 61.220 101   -1   -1   -1   0    0
 66.906 101   -1   -1   -1   0    0
 60.991 101   -1   -1   -1   0    0
 61.167 101   -1   -1   -1   0    0
 73.298 101   -1   -1   -1   0    0
 70.967 101   -1   -1   -1   0    0
 68.594 101   -1   -1   -1   0    0
 60.589 101   -1   -1   -1   0    0
 63.128 101   -1   -1   -1   0    0
 62.477 101   -1   -1   -1   0    0
 73.340 101   -1   -1   -1   0    0
 71.120 101   -1   -1   -1   0    0
 69.741 101   -1   -1   -1   0    0
 71.078 101   -1   -1   -1   0    0
 64.305 101   -1   -1   -1   0    0
 65.055 101   -1   -1   -1   0    0
 68.231 101   -1   -1   -1   0    0
 60.843 101   -1   -1   -1   0    0
 63.140 101   -1   -1   -1   0    0
 74.614 101   -1   -1   -1   0    0
 72.148 101   -1   -1   -1   0    0
 71.073 101   -1   -1   -1   0    0
 70.057 101   -1   -1   -1   0    0
 70.575 101   -1   -1   -1   0    0
 60.595 101   -1   -1   -1   0    0
 61.175 101   -1   -1   -1   0    0
 68.102 101   -1   -1   -1   0    0
 68.430 101   -1   -1   -1   0    0
 62.439 101   -1   -1   -1   0    0
 67.355 101   -1   -1   -1   0    0
 61.163 101   -1   -1   -1   0    0
 61.756 101   -1   -1   -1   0    0
 73.585 101   -1   -1   -1   0    0
 68.245 101   -1   -1   -1   0    0
 63.547 101   -1   -1   -1   0    0
 63.230 101   -1   -1   -1   0    0
 63.415 101   -1   -1   -1   0    0
 60.302 101   -1   -1   -1   0    0
 62.865 101   -1   -1   -1   0    0
 67.111 101   -1   -1   -1   0    0
 65.877 101   -1   -1   -1   0    0
 61.404 101   -1   -1   -1   0    0
 62.523 101   -1   -1   -1   0    0
 62.804 101   -1   -1   -1   0    0
 61.677 101   -1   -1   -1   0    0
 62.115 101   -1   -1   -1   0    0
 69.220 101   -1   -1   -1   0    0
 66.123 101   -1   -1   -1   0    0
 69.700 101   -1   -1   -1   0    0
 70.596 101   -1   -1   -1   0    0
 67.440 101   -1   -1   -1   0    0
 66.242 101   -1   -1   -1   0    0
 60.855 101   -1   -1   -1   0    0
 61.598 101   -1   -1   -1   0    0
 63.962 101   -1   -1   -1   0    0
 70.758 101   -1   -1   -1   0    0
 67.840 101   -1   -1   -1   0    0
 60.847 101   -1   -1   -1   0    0
 61.785 101   -1   -1   -1   0    0
 67.687 101   -1   -1   -1   0    0
 69.613 101   -1   -1   -1   0    0
 63.080 101   -1   -1   -1   0    0
 62.358 101   -1   -1   -1   0    0
 61.598 101   -1   -1   -1   0    0
 61.662 101   -1   -1   -1   0    0
 65.632 101   -1   -1   -1   0    0
 61.862 101   -1   -1   -1   0    0
 71.348 101   -1   -1   -1   0    0
 65.050 101   -1   -1   -1   0    0
 62.272 101   -1   -1   -1   0    0
 62.676 101   -1   -1   -1   0    0
 68.170 101   -1   -1   -1   0    0
 70.676 101   -1   -1   -1   0    0
 70.381 101   -1   -1   -1   0    0
 67.694 101   -1   -1   -1   0    0
 70.164 101   -1   -1   -1   0    0
 69.673 101   -1   -1   -1   0    0
 64.135 101   -1   -1   -1   0    0
 63.590 101   -1   -1   -1   0    0
 63.521 101   -1   -1   -1   0    0
 62.721 101   -1   -1   -1   0    0
 61.627 101   -1   -1   -1   0    0
 64.797 101   -1   -1   -1   0    0
 64.829 101   -1   -1   -1   0    0
 64.404 101   -1   -1   -1   0    0
 68.050 101   -1   -1   -1   0    0
 61.581 101   -1   -1   -1   0    0
 61.202 101   -1   -1   -1   0    0
 61.172 101   -1   -1   -1   0    0
 61.763 101   -1   -1   -1   0    0
 61.315 101   -1   -1   -1   0    0
 64.638 101   -1   -1   -1   0    0
 64.132 101   -1   -1   -1   0    0
 71.639 101   -1   -1   -1   0    0
 68.655 101   -1   -1   -1   0    0
 60.458 101   -1   -1   -1   0    0
 65.464 101   -1   -1   -1   0    0
 66.233 101   -1   -1   -1   0    0
 59.006 101   -1   -1   -1   0    0
 59.735 101   -1   -1   -1   0    0
 64.962 101   -1   -1   -1   0    0
 65.149 101   -1   -1   -1   0    0
 63.869 101   -1   -1   -1   0    0
 73.546 101   -1   -1   -1   0    0
 62.535 101   -1   -1   -1   0    0
 61.412 101   -1   -1   -1   0    0
 63.119 101   -1   -1   -1   0    0
 62.940 101   -1   -1   -1   0    0
 59.778 101   -1   -1   -1   0    0
 64.911 101   -1   -1   -1   0    0
 73.367 101   -1   -1   -1   0    0
 68.768 101   -1   -1   -1   0    0
 64.087 101   -1   -1   -1   0    0
 64.835 101   -1   -1   -1   0    0
 62.328 101   -1   -1   -1   0    0
 68.101 101   -1   -1   -1   0    0
 63.883 101   -1   -1   -1   0    0
 65.004 101   -1   -1   -1   0    0
 62.454 101   -1   -1   -1   0    0
 62.470 101   -1   -1   -1   0    0
 63.454 101   -1   -1   -1   0    0
 64.321 101   -1   -1   -1   0    0
 66.491 101   -1   -1   -1   0    0
 72.890 101   -1   -1   -1   0    0
 68.184 101   -1   -1   -1   0    0
 64.473 101   -1   -1   -1   0    0
 63.953 101   -1   -1   -1   0    0
 65.196 101   -1   -1   -1   0    0
 63.697 101   -1   -1   -1   0    0
 63.790 101   -1   -1   -1   0    0
 70.874 101   -1   -1   -1   0    0
 64.106 101   -1   -1   -1   0    0
 66.079 101   -1   -1   -1   0    0
 65.326 101   -1   -1   -1   0    0
 62.071 101   -1   -1   -1   0    0
 62.238 101   -1   -1   -1   0    0
 61.220 101   -1   -1   -1   0    0
 61.708 101   -1   -1   -1   0    0
 64.912 101   -1   -1   -1   0    0
 69.521 101   -1   -1   -1   0    0
 65.764 101   -1   -1   -1   0    0
 65.603 101   -1   -1   -1   0    0
 65.793 101   -1   -1   -1   0    0
 68.975 101   -1   -1   -1   0    0
 67.707 101   -1   -1   -1   0    0
 70.957 101   -1   -1   -1   0    0
 71.696 101   -1   -1   -1   0    0
 59.160 101   -1   -1   -1   0    0
 62.514 101   -1   -1   -1   0    0
 62.281 101   -1   -1   -1   0    0
 64.754 101   -1   -1   -1   0    0
 64.789 101   -1   -1   -1   0    0
 62.597 101   -1   -1   -1   0    0
 70.507 101   -1   -1   -1   0    0
 62.074 101   -1   -1   -1   0    0
 64.886 101   -1   -1   -1   0    0
 67.680 101   -1   -1   -1   0    0
 64.934 101   -1   -1   -1   0    0
 62.948 101   -1   -1   -1   0    0
 63.223 101   -1   -1   -1   0    0
 62.803 101   -1   -1   -1   0    0
 62.098 101   -1   -1   -1   0    0
 62.376 101   -1   -1   -1   0    0
 59.888 101   -1   -1   -1   0    0
 73.958 101   -1   -1   -1   0    0
 60.720 101   -1   -1   -1   0    0
 68.955 101   -1   -1   -1   0    0
 67.525 101   -1   -1   -1   0    0
 70.407 101   -1   -1   -1   0    0
 61.374 101   -1   -1   -1   0    0
 69.121 101   -1   -1   -1   0    0
 66.143 101   -1   -1   -1   0    0
 62.430 101   -1   -1   -1   0    0
 65.613 101   -1   -1   -1   0    0
 61.443 101   -1   -1   -1   0    0
 62.291 101   -1   -1   -1   0    0
 69.219 101   -1   -1   -1   0    0
 70.509 101   -1   -1   -1   0    0
 67.182 101   -1   -1   -1   0    0
 68.762 101   -1   -1   -1   0    0
 63.824 101   -1   -1   -1   0    0
 63.750 101   -1   -1   -1   0    0
 68.300 101   -1   -1   -1   0    0
 67.314 101   -1   -1   -1   0    0
 63.085 101   -1   -1   -1   0    0
 73.053 101   -1   -1   -1   0    0
 60.748 101   -1   -1   -1   0    0
 59.726 101   -1   -1   -1   0    0
 69.114 101   -1   -1   -1   0    0
 64.880 101   -1   -1   -1   0    0
 67.678 101   -1   -1   -1   0    0
 73.624 101   -1   -1   -1   0    0
 62.324 101   -1   -1   -1   0    0
 62.870 101   -1   -1   -1   0    0
 66.367 101   -1   -1   -1   0    0
 60.319 101   -1   -1   -1   0    0
 61.132 101   -1   -1   -1   0    0
 61.412 101   -1   -1   -1   0    0
 63.118 101   -1   -1   -1   0    0
 65.404 101   -1   -1   -1   0    0
 65.231 101   -1   -1   -1   0    0
 62.187 101   -1   -1   -1   0    0
 62.188 101   -1   -1   -1   0    0
 67.074 101   -1   -1   -1   0    0
 69.681 101   -1   -1   -1   0    0
 62.979 101   -1   -1   -1   0    0
 63.764 101   -1   -1   -1   0    0
 67.514 101   -1   -1   -1   0    0
 72.789 101   -1   -1   -1   0    0
 68.140 101   -1   -1   -1   0    0
 62.491 101   -1   -1   -1   0    0
 66.252 101   -1   -1   -1   0    0
 71.623 101   -1   -1   -1   0    0
 69.155 101   -1   -1   -1   0    0
 63.682 101   -1   -1   -1   0    0
 62.248 101   -1   -1   -1   0    0
 62.269 101   -1   -1   -1   0    0
 67.465 101   -1   -1   -1   0    0
 68.305 101   -1   -1   -1   0    0
 62.579 101   -1   -1   -1   0    0
 62.426 101   -1   -1   -1   0    0
 60.703 101   -1   -1   -1   0    0
 66.637 101   -1   -1   -1   0    0
 71.582 101   -1   -1   -1   0    0
 64.460 101   -1   -1   -1   0    0
 61.488 101   -1   -1   -1   0    0
 69.457 101   -1   -1   -1   0    0
 64.960 101   -1   -1   -1   0    0
 60.313 101   -1   -1   -1   0    0
 71.075 101   -1   -1   -1   0    0
 69.485 101   -1   -1   -1   0    0
 61.490 101   -1   -1   -1   0    0
 68.313 101   -1   -1   -1   0    0
 68.106 101   -1   -1   -1   0    0
 62.327 101   -1   -1   -1   0    0
 67.540 101   -1   -1   -1   0    0
 69.440 101   -1   -1   -1   0    0
 64.936 101   -1   -1   -1   0    0
 65.904 101   -1   -1   -1   0    0
 61.152 101   -1   -1   -1   0    0
 62.146 101   -1   -1   -1   0    0
 59.959 101   -1   -1   -1   0    0
 63.129 101   -1   -1   -1   0    0
 62.452 101   -1   -1   -1   0    0
 72.416 101   -1   -1   -1   0    0
 72.312 101   -1   -1   -1   0    0
 67.368 101   -1   -1   -1   0    0
 62.938 101   -1   -1   -1   0    0
 62.156 101   -1   -1   -1   0    0
 62.258 101   -1   -1   -1   0    0
 60.035 101   -1   -1   -1   0    0
 60.216 101   -1   -1   -1   0    0
 62.382 101   -1   -1   -1   0    0
 61.061 101   -1   -1   -1   0    0
 60.772 101   -1   -1   -1   0    0
 64.098 101   -1   -1   -1   0    0
 60.230 101   -1   -1   -1   0    0
 63.947 101   -1   -1   -1   0    0
 64.851 101   -1   -1   -1   0    0
 60.940 101   -1   -1   -1   0    0
 61.557 101   -1   -1   -1   0    0
 62.046 101   -1   -1   -1   0    0
 62.817 101   -1   -1   -1   0    0
 69.177 101   -1   -1   -1   0    0
 72.186 101   -1   -1   -1   0    0
 62.572 101   -1   -1   -1   0    0
 65.474 101   -1   -1   -1   0    0
 66.073 101   -1   -1   -1   0    0
 65.826 101   -1   -1   -1   0    0
 66.118 101   -1   -1   -1   0    0
 62.228 101   -1   -1   -1   0    0
 60.942 101   -1   -1   -1   0    0
 69.678 101   -1   -1   -1   0    0
 65.774 101   -1   -1   -1   0    0
 67.978 101   -1   -1   -1   0    0
 60.972 101   -1   -1   -1   0    0
 64.520 101   -1   -1   -1   0    0
 65.795 101   -1   -1   -1   0    0
 66.535 101   -1   -1   -1   0    0
 64.403 101   -1   -1   -1   0    0
 66.276 101   -1   -1   -1   0    0
 61.616 101   -1   -1   -1   0    0
 61.292 101   -1   -1   -1   0    0
 64.201 101   -1   -1   -1   0    0
 64.110 101   -1   -1   -1   0    0
 68.171 101   -1   -1   -1   0    0
 68.954 101   -1   -1   -1   0    0
 74.413 101   -1   -1   -1   0    0
 73.256 101   -1   -1   -1   0    0
 73.678 101   -1   -1   -1   0    0
 62.255 101   -1   -1   -1   0    0
 74.442 101   -1   -1   -1   0    0
 63.468 101   -1   -1   -1   0    0
 65.167 101   -1   -1   -1   0    0
 62.180 101   -1   -1   -1   0    0
 69.766 101   -1   -1   -1   0    0
 71.601 101   -1   -1   -1   0    0
 62.558 101   -1   -1   -1   0    0
 63.395 101   -1   -1   -1   0    0
 71.154 101   -1   -1   -1   0    0
 65.067 101   -1   -1   -1   0    0
 60.416 101   -1   -1   -1   0    0
 60.086 101   -1   -1   -1   0    0
 68.072 101   -1   -1   -1   0    0
 63.494 101   -1   -1   -1   0    0
 69.689 101   -1   -1   -1   0    0
 61.607 101   -1   -1   -1   0    0
 61.047 101   -1   -1   -1   0    0
 63.814 101   -1   -1   -1   0    0
 61.053 101   -1   -1   -1   0    0
 60.863 101   -1   -1   -1   0    0
 60.457 101   -1   -1   -1   0    0
 66.277 101   -1   -1   -1   0    0
 65.004 101   -1   -1   -1   0    0
 62.710 101   -1   -1   -1   0    0
 60.106 101   -1   -1   -1   0    0
 61.789 101   -1   -1   -1   0    0
 61.499 101   -1   -1   -1   0    0
 59.907 101   -1   -1   -1   0    0
 72.688 101   -1   -1   -1   0    0
 64.087 101   -1   -1   -1   0    0
 62.491 101   -1   -1   -1   0    0
 64.950 101   -1   -1   -1   0    0
 64.652 101   -1   -1   -1   0    0
 62.575 101   -1   -1   -1   0    0
 61.558 101   -1   -1   -1   0    0
 60.898 101   -1   -1   -1   0    0
 62.069 101   -1   -1   -1   0    0
 62.936 101   -1   -1   -1   0    0
 60.319 101   -1   -1   -1   0    0
 70.144 101   -1   -1   -1   0    0
 63.900 101   -1   -1   -1   0    0
 62.357 101   -1   -1   -1   0    0
 63.853 101   -1   -1   -1   0    0
 62.298 101   -1   -1   -1   0    0
 68.388 101   -1   -1   -1   0    0
 70.731 101   -1   -1   -1   0    0
 66.669 101   -1   -1   -1   0    0
 73.535 101   -1   -1   -1   0    0
 67.798 101   -1   -1   -1   0    0
 67.604 101   -1   -1   -1   0    0
 62.849 101   -1   -1   -1   0    0
 68.684 101   -1   -1   -1   0    0
 63.630 101   -1   -1   -1   0    0
 62.538 101   -1   -1   -1   0    0
 72.247 101   -1   -1   -1   0    0
 69.633 101   -1   -1   -1   0    0
 74.003 101   -1   -1   -1   0    0
 62.387 101   -1   -1   -1   0    0
 63.817 101   -1   -1   -1   0    0
 61.696 101   -1   -1   -1   0    0
 61.129 101   -1   -1   -1   0    0
 61.620 101   -1   -1   -1   0    0
 61.511 101   -1   -1   -1   0    0
 62.033 101   -1   -1   -1   0    0
 62.308 101   -1   -1   -1   0    0
 62.401 101   -1   -1   -1   0    0
 61.501 101   -1   -1   -1   0    0
 68.394 101   -1   -1   -1   0    0
 62.750 101   -1   -1   -1   0    0
 64.417 101   -1   -1   -1   0    0
 61.387 101   -1   -1   -1   0    0
 66.037 101   -1   -1   -1   0    0
 62.031 101   -1   -1   -1   0    0
 61.101 101   -1   -1   -1   0    0
 64.308 101   -1   -1   -1   0    0
 65.143 101   -1   -1   -1   0    0
 65.799 101   -1   -1   -1   0    0
 72.017 101   -1   -1   -1   0    0
 62.609 101   -1   -1   -1   0    0
 62.145 101   -1   -1   -1   0    0
 63.177 101   -1   -1   -1   0    0
 63.923 101   -1   -1   -1   0    0
 63.251 101   -1   -1   -1   0    0
 61.436 101   -1   -1   -1   0    0
 60.941 101   -1   -1   -1   0    0
 70.821 101   -1   -1   -1   0    0
 71.646 101   -1   -1   -1   0    0
 66.130 101   -1   -1   -1   0    0
 68.456 101   -1   -1   -1   0    0
 61.066 101   -1   -1   -1   0    0
 61.309 101   -1   -1   -1   0    0
 66.391 101   -1   -1   -1   0    0
 71.524 101   -1   -1   -1   0    0
 61.325 101   -1   -1   -1   0    0
 72.101 101   -1   -1   -1   0    0
 63.583 101   -1   -1   -1   0    0
 67.669 101   -1   -1   -1   0    0
 63.752 101   -1   -1   -1   0    0
 69.295 101   -1   -1   -1   0    0
 69.234 101   -1   -1   -1   0    0
 67.647 101   -1   -1   -1   0    0
 62.270 101   -1   -1   -1   0    0
 60.933 101   -1   -1   -1   0    0
 67.509 101   -1   -1   -1   0    0
 69.634 101   -1   -1   -1   0    0
 71.496 101   -1   -1   -1   0    0
 61.985 101   -1   -1   -1   0    0
 61.248 101   -1   -1   -1   0    0
 61.058 101   -1   -1   -1   0    0
 66.919 101   -1   -1   -1   0    0
 74.717 101   -1   -1   -1   0    0
 59.723 101   -1   -1   -1   0    0
 63.155 101   -1   -1   -1   0    0
 61.343 101   -1   -1   -1   0    0
 61.631 101   -1   -1   -1   0    0
 66.338 101   -1   -1   -1   0    0
 65.408 101   -1   -1   -1   0    0
 64.882 101   -1   -1   -1   0    0
 63.001 101   -1   -1   -1   0    0
 66.110 101   -1   -1   -1   0    0
 66.026 101   -1   -1   -1   0    0
 67.129 101   -1   -1   -1   0    0
 66.075 101   -1   -1   -1   0    0
 66.109 101   -1   -1   -1   0    0
 61.981 101   -1   -1   -1   0    0
 68.652 101   -1   -1   -1   0    0
 62.607 101   -1   -1   -1   0    0
 72.536 101   -1   -1   -1   0    0
 71.218 101   -1   -1   -1   0    0
 64.991 101   -1   -1   -1   0    0
 68.584 101   -1   -1   -1   0    0
 71.636 101   -1   -1   -1   0    0
 74.701 101   -1   -1   -1   0    0
 68.962 101   -1   -1   -1   0    0
 69.105 101   -1   -1   -1   0    0
 63.866 101   -1   -1   -1   0    0
 65.527 101   -1   -1   -1   0    0
 66.072 101   -1   -1   -1   0    0
 62.657 101   -1   -1   -1   0    0
 63.202 101   -1   -1   -1   0    0
 63.054 101   -1   -1   -1   0    0
 68.563 101   -1   -1   -1   0    0
 71.067 101   -1   -1   -1   0    0
 69.645 101   -1   -1   -1   0    0
 63.771 101   -1   -1   -1   0    0
 72.017 101   -1   -1   -1   0    0
 63.806 101   -1   -1   -1   0    0
 60.987 101   -1   -1   -1   0    0
 61.018 101   -1   -1   -1   0    0
 67.563 101   -1   -1   -1   0    0
 67.631 101   -1   -1   -1   0    0
 71.662 101   -1   -1   -1   0    0
 67.905 101   -1   -1   -1   0    0
 66.221 101   -1   -1   -1   0    0
 68.535 101   -1   -1   -1   0    0
 66.751 101   -1   -1   -1   0    0
 63.151 101   -1   -1   -1   0    0
 62.037 101   -1   -1   -1   0    0
 62.072 101   -1   -1   -1   0    0
 60.756 101   -1   -1   -1   0    0
 65.645 101   -1   -1   -1   0    0
 60.527 101   -1   -1   -1   0    0
 64.373 101   -1   -1   -1   0    0
 70.945 101   -1   -1   -1   0    0
 61.715 101   -1   -1   -1   0    0
 70.807 101   -1   -1   -1   0    0
 67.796 101   -1   -1   -1   0    0
 63.774 101   -1   -1   -1   0    0
 62.445 101   -1   -1   -1   0    0
