-1 6000 4071   -1 0 0    1 -1 -1    
732 4153 10270   0 0 0    -1 -1 -1    
1974 862 9   0 0 0    -1 -1 -1    
-1 8503 6634   -1 0 0    1 -1 -1    
-1 8972 8971   -1 0 0    1 -1 -1    
1703 4449 627   0 0 0    -1 -1 -1    
-1 246 8881   -1 0 0    1 -1 -1    
-1 214 1663   -1 0 0    1 -1 -1    
-1 8295 84   -1 0 0    1 -1 -1    
-1 -1 219   -1 -1 0    1 1 -1    
1366 3525 5467   0 0 0    -1 -1 -1    
-1 4686 6409   -1 0 0    1 -1 -1    
-1 8188 226   -1 0 0    1 -1 -1    
-1 5657 4636   -1 0 0    1 -1 -1    
3442 14187 765   0 0 0    -1 -1 -1    
-1 933 1754   -1 0 0    1 -1 -1    
8937 6018 13192   0 0 0    -1 -1 -1    
3169 135 3903   0 0 0    -1 -1 -1    
-1 448 7043   -1 0 0    1 -1 -1    
2383 343 6608   0 0 0    -1 -1 -1    
-1 8814 5042   -1 0 0    1 -1 -1    
2350 6164 8081   0 0 0    -1 -1 -1    
-1 4720 133   -1 0 0    1 -1 -1    
-1 132 2306   -1 0 0    1 -1 -1    
6929 9620 3543   0 0 0    -1 -1 -1    
-1 2679 127   -1 0 0    1 -1 -1    
-1 1834 6841   -1 0 0    1 -1 -1    
2148 1882 3706   0 0 0    -1 -1 -1    
389 441 9750   0 0 0    -1 -1 -1    
4309 7832 1506   0 0 0    -1 -1 -1    
-1 14695 104   -1 0 0    1 -1 -1    
2786 5873 75   0 0 0    -1 -1 -1    
-1 1362 3234   -1 0 0    1 -1 -1    
804 11618 7080   0 0 0    -1 -1 -1    
5046 9666 3661   0 0 0    -1 -1 -1    
-1 763 1041   -1 0 0    1 -1 -1    
-1 6595 7944   -1 0 0    1 -1 -1    
-1 6350 -1   -1 0 -1    1 -1 1    
-1 7981 10694   -1 0 0    1 -1 -1    
566 72 8610   0 0 0    -1 -1 -1    
-1 2015 6729   -1 0 0    1 -1 -1    
-1 415 -1   -1 0 -1    1 -1 1    
6239 10130 428   0 0 0    -1 -1 -1    
6728 5499 11845   0 0 0    -1 -1 -1    
-1 5692 2044   -1 0 0    1 -1 -1    
7066 1034 839   0 0 0    -1 -1 -1    
-1 1871 5155   -1 0 0    1 -1 -1    
523 1072 -1   0 0 -1    -1 -1 1    
-1 9119 14154   -1 0 0    1 -1 -1    
-1 6875 6226   -1 0 0    1 -1 -1    
-1 4846 7588   -1 0 0    1 -1 -1    
5974 1730 10974   0 0 0    -1 -1 -1    
-1 254 7148   -1 0 0    1 -1 -1    
1986 -1 855   0 -1 0    -1 1 -1    
-1 6962 6320   -1 0 0    1 -1 -1    
-1 6963 880   -1 0 0    1 -1 -1    
-1 374 -1   -1 0 -1    1 -1 1    
227 6816 1811   0 0 0    -1 -1 -1    
-1 949 10276   -1 0 0    1 -1 -1    
-1 1457 6366   -1 0 0    1 -1 -1    
-1 622 -1   -1 0 -1    1 -1 1    
71 1090 -1   0 0 -1    -1 -1 1    
780 1166 9792   0 0 0    -1 -1 -1    
5379 1358 14693   0 0 0    -1 -1 -1    
-1 3882 4054   -1 0 0    1 -1 -1    
-1 1713 7087   -1 0 0    1 -1 -1    
-1 2415 8453   -1 0 0    1 -1 -1    
-1 80 241   -1 0 0    1 -1 -1    
-1 2301 66   -1 0 0    1 -1 -1    
1659 696 6537   0 0 0    -1 -1 -1    
8199 -1 1760   0 -1 0    -1 1 -1    
435 -1 45   0 -1 0    -1 1 -1    
255 -1 209   0 -1 0    -1 1 -1    
2484 788 253   0 0 0    -1 -1 -1    
515 189 4015   0 0 0    -1 -1 -1    
-1 4545 7051   -1 0 0    1 -1 -1    
-1 4738 -1   -1 0 -1    1 -1 1    
1926 776 -1   0 0 -1    -1 -1 1    
4006 292 845   0 0 0    -1 -1 -1    
-1 8200 184   -1 0 0    1 -1 -1    
479 270 -1   0 0 -1    -1 -1 1    
-1 529 6773   -1 0 0    1 -1 -1    
-1 591 437   -1 0 0    1 -1 -1    
263 6473 9014   0 0 0    -1 -1 -1    
-1 4193 898   -1 0 0    1 -1 -1    
10191 8832 4845   0 0 0    -1 -1 -1    
-1 689 2728   -1 0 0    1 -1 -1    
-1 6539 331   -1 0 0    1 -1 -1    
841 331 5063   0 0 0    -1 -1 -1    
5146 -1 -1   0 -1 -1    -1 1 1    
7031 1060 8585   0 0 0    -1 -1 -1    
5815 -1 622   0 -1 0    -1 1 -1    
-1 4449 -1   -1 0 -1    1 -1 1    
-1 -1 1286   -1 -1 0    1 1 -1    
-1 3309 3310   -1 0 0    1 -1 -1    
774 -1 1833   0 -1 0    -1 1 -1    
221 11270 7851   0 0 0    -1 -1 -1    
-1 2432 565   -1 0 0    1 -1 -1    
6626 565 7941   0 0 0    -1 -1 -1    
-1 182 4543   -1 0 0    1 -1 -1    
-1 8210 5676   -1 0 0    1 -1 -1    
4431 -1 -1   0 -1 -1    -1 1 1    
308 -1 9632   0 -1 0    -1 1 -1    
721 457 5028   0 0 0    -1 -1 -1    
4462 7559 117   0 0 0    -1 -1 -1    
1319 326 8545   0 0 0    -1 -1 -1    
-1 2962 3041   -1 0 0    1 -1 -1    
-1 7241 4963   -1 0 0    1 -1 -1    
-1 -1 4611   -1 -1 0    1 1 -1    
4225 119 -1   0 0 -1    -1 -1 1    
3997 5782 5819   0 0 0    -1 -1 -1    
206 105 -1   0 0 -1    -1 -1 1    
1051 100 5133   0 0 0    -1 -1 -1    
7792 602 9768   0 0 0    -1 -1 -1    
-1 8152 -1   -1 0 -1    1 -1 1    
-1 5797 5807   -1 0 0    1 -1 -1    
-1 122 8156   -1 0 0    1 -1 -1    
167 9841 710   0 0 0    -1 -1 -1    
7901 10587 10386   0 0 0    -1 -1 -1    
-1 1252 7873   -1 0 0    1 -1 -1    
-1 1416 8421   -1 0 0    1 -1 -1    
-1 8981 1150   -1 0 0    1 -1 -1    
4640 2318 3123   0 0 0    -1 -1 -1    
2245 10737 1290   0 0 0    -1 -1 -1    
-1 510 358   -1 0 0    1 -1 -1    
-1 6495 88   -1 0 0    1 -1 -1    
910 2795 8766   0 0 0    -1 -1 -1    
3391 4761 674   0 0 0    -1 -1 -1    
-1 2372 893   -1 0 0    1 -1 -1    
1362 1779 291   0 0 0    -1 -1 -1    
-1 8975 621   -1 0 0    1 -1 -1    
177 6624 6625   0 0 0    -1 -1 -1    
-1 6157 4089   -1 0 0    1 -1 -1    
1679 853 327   0 0 0    -1 -1 -1    
-1 6144 7321   -1 0 0    1 -1 -1    
-1 385 7684   -1 0 0    1 -1 -1    
2807 8123 116   0 0 0    -1 -1 -1    
6674 6268 1512   0 0 0    -1 -1 -1    
7271 65 8793   0 0 0    -1 -1 -1    
459 1598 9397   0 0 0    -1 -1 -1    
4587 -1 8214   0 -1 0    -1 1 -1    
-1 1248 3239   -1 0 0    1 -1 -1    
-1 3187 5675   -1 0 0    1 -1 -1    
-1 183 8018   -1 0 0    1 -1 -1    
-1 965 162   -1 0 0    1 -1 -1    
182 -1 1002   0 -1 0    -1 1 -1    
-1 5722 1443   -1 0 0    1 -1 -1    
-1 845 8350   -1 0 0    1 -1 -1    
-1 772 7955   -1 0 0    1 -1 -1    
14766 9266 10086   0 0 0    -1 -1 -1    
-1 504 6431   -1 0 0    1 -1 -1    
673 -1 891   0 -1 0    -1 1 -1    
-1 7107 1514   -1 0 0    1 -1 -1    
-1 -1 193   -1 -1 0    1 1 -1    
-1 8776 5809   -1 0 0    1 -1 -1    
1318 -1 3906   0 -1 0    -1 1 -1    
1051 355 -1   0 0 -1    -1 -1 1    
9252 10975 422   0 0 0    -1 -1 -1    
2303 1992 9745   0 0 0    -1 -1 -1    
423 -1 -1   0 -1 -1    -1 1 1    
-1 376 190   -1 0 0    1 -1 -1    
298 329 3925   0 0 0    -1 -1 -1    
-1 6828 7891   -1 0 0    1 -1 -1    
-1 4512 472   -1 0 0    1 -1 -1    
1450 -1 3681   0 -1 0    -1 1 -1    
-1 643 -1   -1 0 -1    1 -1 1    
-1 538 5941   -1 0 0    1 -1 -1    
5969 1637 8838   0 0 0    -1 -1 -1    
1841 -1 5500   0 -1 0    -1 1 -1    
3438 994 3477   0 0 0    -1 -1 -1    
-1 8498 517   -1 0 0    1 -1 -1    
7537 6424 9214   0 0 0    -1 -1 -1    
-1 4949 826   -1 0 0    1 -1 -1    
2483 5798 5797   0 0 0    -1 -1 -1    
-1 4078 9655   -1 0 0    1 -1 -1    
1007 -1 6093   0 -1 0    -1 1 -1    
7852 4720 9283   0 0 0    -1 -1 -1    
-1 1663 10759   -1 0 0    1 -1 -1    
6981 10463 8767   0 0 0    -1 -1 -1    
7507 -1 3082   0 -1 0    -1 1 -1    
-1 8430 6834   -1 0 0    1 -1 -1    
-1 239 7608   -1 0 0    1 -1 -1    
-1 8327 188   -1 0 0    1 -1 -1    
3655 11682 8596   0 0 0    -1 -1 -1    
-1 2440 10270   -1 0 0    1 -1 -1    
8943 8114 10280   0 0 0    -1 -1 -1    
1703 9097 1720   0 0 0    -1 -1 -1    
-1 6262 108   -1 0 0    1 -1 -1    
-1 4542 271   -1 0 0    1 -1 -1    
-1 1030 7881   -1 0 0    1 -1 -1    
1176 3298 3968   0 0 0    -1 -1 -1    
1700 747 -1   0 0 -1    -1 -1 1    
-1 3318 1040   -1 0 0    1 -1 -1    
25 11506 3655   0 0 0    -1 -1 -1    
-1 5521 7181   -1 0 0    1 -1 -1    
-1 -1 1283   -1 -1 0    1 1 -1    
14584 79 -1   0 0 -1    -1 -1 1    
-1 1915 8778   -1 0 0    1 -1 -1    
212 2214 4120   0 0 0    -1 -1 -1    
-1 632 2695   -1 0 0    1 -1 -1    
-1 554 821   -1 0 0    1 -1 -1    
-1 514 1375   -1 0 0    1 -1 -1    
8843 11410 8105   0 0 0    -1 -1 -1    
-1 7171 2372   -1 0 0    1 -1 -1    
2364 1221 8754   0 0 0    -1 -1 -1    
7225 1082 9159   0 0 0    -1 -1 -1    
-1 3593 733   -1 0 0    1 -1 -1    
-1 4153 5983   -1 0 0    1 -1 -1    
-1 6024 3917   -1 0 0    1 -1 -1    
5158 -1 4155   0 -1 0    -1 1 -1    
-1 1150 8476   -1 0 0    1 -1 -1    
983 2446 -1   0 0 -1    -1 -1 1    
4907 1601 477   0 0 0    -1 -1 -1    
-1 889 6350   -1 0 0    1 -1 -1    
-1 4907 3301   -1 0 0    1 -1 -1    
-1 9029 3323   -1 0 0    1 -1 -1    
5910 8546 215   0 0 0    -1 -1 -1    
-1 243 8786   -1 0 0    1 -1 -1    
-1 819 2260   -1 0 0    1 -1 -1    
-1 3663 271   -1 0 0    1 -1 -1    
3788 1934 -1   0 0 -1    -1 -1 1    
5936 197 198   0 0 0    -1 -1 -1    
1087 5063 -1   0 0 -1    -1 -1 1    
-1 6181 7393   -1 0 0    1 -1 -1    
7562 9485 1729   0 0 0    -1 -1 -1    
-1 1219 6134   -1 0 0    1 -1 -1    
-1 3232 439   -1 0 0    1 -1 -1    
-1 7793 7134   -1 0 0    1 -1 -1    
-1 1119 8934   -1 0 0    1 -1 -1    
6663 5634 10425   0 0 0    -1 -1 -1    
-1 9680 4799   -1 0 0    1 -1 -1    
2363 3513 2619   0 0 0    -1 -1 -1    
7049 29 1227   0 0 0    -1 -1 -1    
4055 578 129   0 0 0    -1 -1 -1    
6330 -1 -1   0 -1 -1    -1 1 1    
-1 9559 409   -1 0 0    1 -1 -1    
-1 5792 1023   -1 0 0    1 -1 -1    
-1 8638 1494   -1 0 0    1 -1 -1    
3317 -1 10269   0 -1 0    -1 1 -1    
-1 7751 378   -1 0 0    1 -1 -1    
6144 5473 9375   0 0 0    -1 -1 -1    
-1 6666 73   -1 0 0    1 -1 -1    
3444 6165 37   0 0 0    -1 -1 -1    
2934 3982 -1   0 0 -1    -1 -1 1    
-1 574 456   -1 0 0    1 -1 -1    
-1 -1 266   -1 -1 0    1 1 -1    
5019 10560 368   0 0 0    -1 -1 -1    
-1 2011 8531   -1 0 0    1 -1 -1    
450 234 5866   0 0 0    -1 -1 -1    
460 -1 1113   0 -1 0    -1 1 -1    
2330 775 1881   0 0 0    -1 -1 -1    
1815 -1 1233   0 -1 0    -1 1 -1    
1134 11576 10299   0 0 0    -1 -1 -1    
-1 895 5344   -1 0 0    1 -1 -1    
1579 -1 -1   0 -1 -1    -1 1 1    
-1 44 4631   -1 0 0    1 -1 -1    
-1 7965 2064   -1 0 0    1 -1 -1    
8318 4091 9016   0 0 0    -1 -1 -1    
14761 356 11092   0 0 0    -1 -1 -1    
-1 3353 6466   -1 0 0    1 -1 -1    
1685 -1 8943   0 -1 0    -1 1 -1    
2447 1256 9342   0 0 0    -1 -1 -1    
-1 1236 7124   -1 0 0    1 -1 -1    
439 1168 8851   0 0 0    -1 -1 -1    
74 4347 166   0 0 0    -1 -1 -1    
4623 10388 712   0 0 0    -1 -1 -1    
1661 -1 270   0 -1 0    -1 1 -1    
-1 10278 8556   -1 0 0    1 -1 -1    
2921 349 5731   0 0 0    -1 -1 -1    
-1 4532 7053   -1 0 0    1 -1 -1    
-1 508 -1   -1 0 -1    1 -1 1    
-1 1544 8080   -1 0 0    1 -1 -1    
3235 6252 10094   0 0 0    -1 -1 -1    
1829 9839 26   0 0 0    -1 -1 -1    
627 2641 8132   0 0 0    -1 -1 -1    
245 807 8106   0 0 0    -1 -1 -1    
7704 452 4019   0 0 0    -1 -1 -1    
1675 5260 12919   0 0 0    -1 -1 -1    
3428 729 6344   0 0 0    -1 -1 -1    
-1 138 8026   -1 0 0    1 -1 -1    
1073 -1 4101   0 -1 0    -1 1 -1    
-1 -1 4524   -1 -1 0    1 1 -1    
-1 609 4156   -1 0 0    1 -1 -1    
-1 -1 8704   -1 -1 0    1 1 -1    
6441 7984 10836   0 0 0    -1 -1 -1    
553 10982 429   0 0 0    -1 -1 -1    
430 6067 8219   0 0 0    -1 -1 -1    
-1 648 9681   -1 0 0    1 -1 -1    
-1 487 -1   -1 0 -1    1 -1 1    
-1 6782 10413   -1 0 0    1 -1 -1    
1371 9049 9836   0 0 0    -1 -1 -1    
10330 11131 10836   0 0 0    -1 -1 -1    
-1 10218 8028   -1 0 0    1 -1 -1    
-1 9732 3153   -1 0 0    1 -1 -1    
-1 6785 6167   -1 0 0    1 -1 -1    
-1 8212 9206   -1 0 0    1 -1 -1    
3371 3635 9019   0 0 0    -1 -1 -1    
3605 4976 8522   0 0 0    -1 -1 -1    
1470 7638 7056   0 0 0    -1 -1 -1    
345 3357 8333   0 0 0    -1 -1 -1    
11270 453 4495   0 0 0    -1 -1 -1    
-1 7733 9197   -1 0 0    1 -1 -1    
-1 460 2836   -1 0 0    1 -1 -1    
-1 -1 1329   -1 -1 0    1 1 -1    
-1 5125 -1   -1 0 -1    1 -1 1    
1394 151 13248   0 0 0    -1 -1 -1    
-1 2540 9725   -1 0 0    1 -1 -1    
-1 8322 9432   -1 0 0    1 -1 -1    
-1 735 7653   -1 0 0    1 -1 -1    
5088 3201 9938   0 0 0    -1 -1 -1    
-1 999 5977   -1 0 0    1 -1 -1    
1754 -1 -1   0 -1 -1    -1 1 1    
5616 267 1730   0 0 0    -1 -1 -1    
-1 269 2842   -1 0 0    1 -1 -1    
-1 649 5617   -1 0 0    1 -1 -1    
-1 4389 4390   -1 0 0    1 -1 -1    
-1 45 -1   -1 0 -1    1 -1 1    
-1 1818 7643   -1 0 0    1 -1 -1    
8652 152 4282   0 0 0    -1 -1 -1    
5117 395 1483   0 0 0    -1 -1 -1    
396 4592 2635   0 0 0    -1 -1 -1    
4055 -1 1649   0 -1 0    -1 1 -1    
574 795 50   0 0 0    -1 -1 -1    
-1 7160 502   -1 0 0    1 -1 -1    
-1 7123 5227   -1 0 0    1 -1 -1    
181 -1 4427   0 -1 0    -1 1 -1    
8609 7112 6905   0 0 0    -1 -1 -1    
6457 192 -1   0 0 -1    -1 -1 1    
-1 1610 1374   -1 0 0    1 -1 -1    
373 336 -1   0 0 -1    -1 -1 1    
5291 9015 871   0 0 0    -1 -1 -1    
3424 10331 138   0 0 0    -1 -1 -1    
701 -1 2887   0 -1 0    -1 1 -1    
6541 87 3509   0 0 0    -1 -1 -1    
635 -1 -1   0 -1 -1    -1 1 1    
-1 1494 6004   -1 0 0    1 -1 -1    
3796 9531 8637   0 0 0    -1 -1 -1    
2129 1305 8521   0 0 0    -1 -1 -1    
128 3361 9009   0 0 0    -1 -1 -1    
-1 6499 6696   -1 0 0    1 -1 -1    
-1 2836 358   -1 0 0    1 -1 -1    
3833 -1 10091   0 -1 0    -1 1 -1    
536 1029 386   0 0 0    -1 -1 -1    
-1 11687 410   -1 0 0    1 -1 -1    
628 -1 4316   0 -1 0    -1 1 -1    
5274 -1 1857   0 -1 0    -1 1 -1    
2195 354 7623   0 0 0    -1 -1 -1    
6007 5590 213   0 0 0    -1 -1 -1    
-1 4203 51   -1 0 0    1 -1 -1    
-1 249 787   -1 0 0    1 -1 -1    
359 4498 412   0 0 0    -1 -1 -1    
1099 -1 5445   0 -1 0    -1 1 -1    
-1 577 1890   -1 0 0    1 -1 -1    
-1 818 1029   -1 0 0    1 -1 -1    
7087 9673 10805   0 0 0    -1 -1 -1    
5125 -1 2973   0 -1 0    -1 1 -1    
1910 -1 8734   0 -1 0    -1 1 -1    
2252 7102 1548   0 0 0    -1 -1 -1    
3119 2244 9548   0 0 0    -1 -1 -1    
-1 673 3920   -1 0 0    1 -1 -1    
3217 2515 6071   0 0 0    -1 -1 -1    
4819 2672 8241   0 0 0    -1 -1 -1    
3164 273 11005   0 0 0    -1 -1 -1    
8295 1314 2985   0 0 0    -1 -1 -1    
4681 5287 14772   0 0 0    -1 -1 -1    
4598 -1 6946   0 -1 0    -1 1 -1    
-1 7966 9453   -1 0 0    1 -1 -1    
-1 322 102   -1 0 0    1 -1 -1    
4583 6037 5952   0 0 0    -1 -1 -1    
190 4856 -1   0 0 -1    -1 -1 1    
-1 6017 10   -1 0 0    1 -1 -1    
-1 -1 3154   -1 -1 0    1 1 -1    
-1 2963 1568   -1 0 0    1 -1 -1    
95 8509 2751   0 0 0    -1 -1 -1    
-1 11810 485   -1 0 0    1 -1 -1    
5621 484 6553   0 0 0    -1 -1 -1    
-1 -1 1177   -1 -1 0    1 1 -1    
398 14738 -1   0 0 -1    -1 -1 1    
6017 1381 534   0 0 0    -1 -1 -1    
-1 12989 7239   -1 0 0    1 -1 -1    
542 1000 8396   0 0 0    -1 -1 -1    
-1 542 2817   -1 0 0    1 -1 -1    
6518 5865 9514   0 0 0    -1 -1 -1    
715 -1 9763   0 -1 0    -1 1 -1    
-1 1014 705   -1 0 0    1 -1 -1    
-1 37 7409   -1 0 0    1 -1 -1    
-1 2987 2244   -1 0 0    1 -1 -1    
571 6957 7980   0 0 0    -1 -1 -1    
-1 7281 6647   -1 0 0    1 -1 -1    
6119 820 5049   0 0 0    -1 -1 -1    
8682 9565 824   0 0 0    -1 -1 -1    
4346 -1 8773   0 -1 0    -1 1 -1    
5618 433 6324   0 0 0    -1 -1 -1    
2533 11396 6102   0 0 0    -1 -1 -1    
260 3707 1725   0 0 0    -1 -1 -1    
-1 2643 9933   -1 0 0    1 -1 -1    
-1 1335 6794   -1 0 0    1 -1 -1    
-1 1864 9639   -1 0 0    1 -1 -1    
-1 3691 380   -1 0 0    1 -1 -1    
653 650 9340   0 0 0    -1 -1 -1    
234 5696 5102   0 0 0    -1 -1 -1    
-1 4047 3594   -1 0 0    1 -1 -1    
-1 921 1821   -1 0 0    1 -1 -1    
1351 -1 607   0 -1 0    -1 1 -1    
311 803 11280   0 0 0    -1 -1 -1    
-1 4902 184   -1 0 0    1 -1 -1    
4294 1416 -1   0 0 -1    -1 -1 1    
280 3822 8167   0 0 0    -1 -1 -1    
1525 -1 6799   0 -1 0    -1 1 -1    
-1 2945 14648   -1 0 0    1 -1 -1    
-1 9082 1386   -1 0 0    1 -1 -1    
8020 645 5193   0 0 0    -1 -1 -1    
-1 2834 1234   -1 0 0    1 -1 -1    
1102 -1 157   0 -1 0    -1 1 -1    
1815 1061 3915   0 0 0    -1 -1 -1    
-1 6677 3031   -1 0 0    1 -1 -1    
-1 2724 6124   -1 0 0    1 -1 -1    
-1 -1 3348   -1 -1 0    1 1 -1    
6311 9573 7893   0 0 0    -1 -1 -1    
4067 7575 191   0 0 0    -1 -1 -1    
-1 8432 989   -1 0 0    1 -1 -1    
-1 5820 -1   -1 0 -1    1 -1 1    
-1 6056 4451   -1 0 0    1 -1 -1    
-1 1348 7110   -1 0 0    1 -1 -1    
488 2695 14686   0 0 0    -1 -1 -1    
3193 8235 1865   0 0 0    -1 -1 -1    
-1 452 7705   -1 0 0    1 -1 -1    
-1 5070 8192   -1 0 0    1 -1 -1    
-1 -1 276   -1 -1 0    1 1 -1    
-1 8846 903   -1 0 0    1 -1 -1    
-1 859 10786   -1 0 0    1 -1 -1    
-1 7790 5445   -1 0 0    1 -1 -1    
491 490 1169   0 0 0    -1 -1 -1    
-1 5008 8431   -1 0 0    1 -1 -1    
-1 5163 5837   -1 0 0    1 -1 -1    
881 1865 4532   0 0 0    -1 -1 -1    
-1 2882 9153   -1 0 0    1 -1 -1    
3793 -1 1294   0 -1 0    -1 1 -1    
-1 2553 8862   -1 0 0    1 -1 -1    
-1 12990 -1   -1 0 -1    1 -1 1    
-1 3075 2790   -1 0 0    1 -1 -1    
964 1185 7651   0 0 0    -1 -1 -1    
-1 8390 8834   -1 0 0    1 -1 -1    
847 -1 395   0 -1 0    -1 1 -1    
6460 7553 310   0 0 0    -1 -1 -1    
3604 4706 -1   0 0 -1    -1 -1 1    
-1 11948 2862   -1 0 0    1 -1 -1    
-1 3576 13   -1 0 0    1 -1 -1    
-1 8435 9225   -1 0 0    1 -1 -1    
-1 1899 3230   -1 0 0    1 -1 -1    
-1 8303 7641   -1 0 0    1 -1 -1    
2830 2903 10609   0 0 0    -1 -1 -1    
-1 1548 1392   -1 0 0    1 -1 -1    
1580 2459 5388   0 0 0    -1 -1 -1    
-1 5673 728   -1 0 0    1 -1 -1    
207 3351 208   0 0 0    -1 -1 -1    
149 10483 1565   0 0 0    -1 -1 -1    
8516 7667 10235   0 0 0    -1 -1 -1    
6461 4536 7310   0 0 0    -1 -1 -1    
-1 7424 963   -1 0 0    1 -1 -1    
3064 9629 9580   0 0 0    -1 -1 -1    
497 9988 8953   0 0 0    -1 -1 -1    
1083 -1 5783   0 -1 0    -1 1 -1    
