14788
349, 378 1919 2921 4822 5730 5731 7751
350, 244 2939 5473 6144 6684 7321 8731 9375 9376 11334 11709 12364
351, 73 1621 1718 2788 3340 3341 4966 5377 5469 6666 6667
352, 37 495 3444 6031 6165 7408 7409 8611 8612
353, 2386 2934 3098 3982 3983 7101
354, 432 456 574 795 2195 2765 3416 3483 7622 7623
355, 266 1051 1052 1529
356, 368 605 1928 3272 5019 5020 10560 10816 10923 11092 14409 14761
357, 540 766 1522 2011 7860 8449 8531 8532 10786
358, 234 450 510 2836 5102 5595 5866 7776 7863
359, 412 460 1113 2777 4498 5123 9622
360, 187 775 1776 1816 1881 1926 2330 5012 9770
361, 524 1072 1233 1755 1815 3376 3915 5703
362, 861 1134 7014 7607 7608 10299 11153 11576 11577 11808 11809
363, 895 1295 4209 5344 6797 11418
364, 525 1579 3031
365, 44 4631 6322 7477
366, 1251 2064 7678 7839 7965 9798 9799
367, 440 871 2619 4091 6413 7013 8318 8319 8852 9015 9016
368, 356 3272 5019 5020 7910 10560 10816 10923 11092 11268 14409 14761 14762
369, 954 3353 3680 6466 7088 7333 9316 9532
370, 295 417 1685 4735 8444 8943 9432 10280
371, 1200 1256 1833 2447 2709 5982 9341 9342
372, 1236 4996 4997 5322 5839 7123 7124
373, 336 341 439 723 1168 2363 2617 2619 8851 8852
374, 74 166 204 3309 4346 4347 6441 8371
375, 712 1688 4623 8028 9262 10388 10555 11132 11298 14547
376, 190 270 1661 3142 5266 7765 9789
377, 94 1940 2661 2812 3693 4816 7060 8556 9518 9519 10278
378, 349 2921 4822 4860 5730 5731 7751
379, 545 881 3192 3697 4532 6701 7052 7053
380, 508 3691 3750
381, 1536 1544 2458 3235 5955 7048 8080 8081 12006
382, 1544 2843 2844 3234 3235 5955 6252 9469 10094
383, 26 98 1829 2206 5091 8456 8474 9839 9840 10676
384, 115 296 579 627 1680 1703 2641 2642 2822 8132 9096 9097
385, 245 807 7657 7684 8100 8106 10229 10800
386, 452 536 1029 4019 4020 7704 7705
387, 1675 2294 2734 4487 4488 5120 5121 5260 5261 5495 12718 12919
388, 729 3043 3427 3428 6343 6344 8331
389, 138 441 1863 3424 3757 8026 8029 9750 14269
390, 1073 2507 3194 3195 3288 3746 4101 4152
391, 714 2722 2775 4142 4524 6830
392, 609 1258 2763 4156 5812 6148
393, 7055 7768 8704 8705
394, 401 1146 6441 7984 8371 8796 10330 10331 10389 10836
395, 429 553 830 847 1483 5117 6199 10981 10982
396, 430 957 1259 2635 2636 3088 4094 4095 4592 6067 6331 8219
397, 340 648 1903 2531 4799 4800 9168 9680 9681
398, 487 6055 14738
399, 6027 6068 6069 6782 6783 7469 7555 10413 10414
400, 581 1371 2696 7405 9049 9347 9835 9836 10525 10526 11299 11300 14667 14677
401, 394 5601 7983 7984 9595 10330 10389 10836 11131 11132 11297 11298
402, 1284 4623 8028 8186 10152 10218 10555 11639
403, 2096 3153 6318 6664 9320 9732 10202 10817
404, 1542 2673 2905 4068 6167 6784 6785 7451 10022
405, 1276 2136 2152 4556 6660 8204 8212 8706 8992 9206 9207 9700
406, 2280 3371 3635 6593 7716 8455 8456 9019 9383 9840
407, 3605 4976 5718 7237 7346 7347 8522 9425 10860 10861
408, 1470 1606 4458 4971 7056 7637 7638 7921 8133 10580
409, 345 3357 4856 4900 8053 8332 8333 9558 9559
410, 206 453 1556 3034 4495 4808 7851 11270 11687
411, 2184 2693 2889 3330 4500 4535 6142 7733 9196 9197
412, 359 450 460 2836 4498
413, 1329 2615 3212 3304 9108
414, 465 5125
415, 151 567 1394 6529 7667 7668 8516 12617 13248
416, 2540 4740 4741 5157 5753 5917 8254 9724 9725 10704
417, 370 905 7769 8322 8323 8444 8943 9432 9433
418, 652 735 2580 2581 5559 5738 7652 7653 8104
419, 751 857 1640 3201 5088 6622 7002 7220 8269 9938 14765
420, 999 1716 2512 2552 3376 3915 5976 5977 6987
421, 125 1754 5702 8876
422, 161 267 1189 1624 1730 5616 7151 8021 8022 9252 10974 10975
423, 269 2842 3473 4062 8264 8454
424, 649 776 1028 2331 3526 3541 5617 8002 8003
425, 3063 4389 4390 7948 9032
426, 45 181 435 1407 8211
427, 1638 1818 7643 7800 7924 8817
428, 54 152 3616 4282 6239 8652 8720 9556 10064 10130 10761
429, 395 553 830 847 1042 1483 5117 6276 9026 9027 10981 10982
430, 396 697 1259 2635 2636 3088 4094 4095 4592 6067 6331 8219 9415
431, 129 343 1649 2383 4055 4494 5001 5660
432, 50 354 574 795 1487 4314 4315 6479 7622
433, 502 944 985 1148 1896 5618 6324 7160
434, 1236 1417 4996 5227 5534 5839 6045 7123 11121
435, 45 181 426 1923 4427 4428
436, 72 149 1814 6905 7112 8609 8610 10126 10691 10847 11199
437, 192 591 761 2528 2902 6457 7358 8951
438, 1356 1374 1491 1610 1611 3556 7293 7294 7955
439, 336 373 723 1168 3232 7828 8851
440, 367 871 4091 5291 5292 6413 7329 9015 9016
441, 138 389 3424 8304 8796 8797 9750 10331 10389 11297
442, 701 923 2887 3338 3339 3853 5749 10780
443, 87 2682 3405 3406 3509 5455 5456 5845 6541 7754 8642
444, 635 7125 7126 8949
445, 346 347 1023 1494 5792 6003 6004
446, 2854 3353 3680 3796 4223 8637 8661 8662 9531 9532
447, 1305 1827 2129 3120 5295 5758 6515 8521 9426
448, 128 1263 3361 7043 8924 9009 10325 10411 14724
449, 6227 6498 6499 6696 6697 8373 9428
450, 234 358 412 2836 5595 5866 7776
451, 3673 3833 6805 7696 8482 10091 10387 10927 11183
452, 386 463 536 1029 4019 4020 7704 7705
453, 410 2543 3034 4495 4620 4808 11270 11687
454, 628 3220 4168 4169 4316 5937 8406 9116
455, 1428 1857 5188 5274 5275 5417 5566
456, 354 574 2195 2765 3416 3483 7622 7623
457, 213 721 1177 2100 3204 3459 5028 5562 5590 5591 6007 14719
458, 51 1734 4203 4985 5381 5382 8049 8050
459, 249 657 768 787 1598 4781 5860 7432 9037 9397
460, 359 412 1113 2836 4498 5123
461, 541 1099 5445 6295 7791 9419
462, 11 577 1889 1890 9160 10033 10034
463, 452 536 818 1029 3100 3101 4020 13118
464, 175 605 1713 7087 9672 9673 10560 10695 10805 10816 11376 11377
465, 13 414 557 2344 2973 5125 7536
466, 1910 7006 8494 8734 8735 9881 11391
467, 562 1548 2252 2253 3983 7102 8740 8931 10441
468, 496 2244 3119 3752 5968 7050 7051 9547 9548
469, 261 673 907 2221 3920 4043
470, 1287 2514 2515 3217 4407 5021 6070 6071
471, 638 2532 2672 2787 2845 3446 4819 6991 6992 8241 9498 10490 10491
472, 273 2042 3164 4512 9633 9730 10652 11005 11084 11883
473, 84 118 1314 2984 2985 7454 8294 8295 9946
474, 3484 3724 4681 4682 5287 7163 14772 14775
475, 749 4598 6281 6946 7903 8535
476, 635 1875 2649 3072 7126 7966 7967 9453 9454 11072
477, 102 322 660 1601 2183 3358 3808 4907 8571 9306
478, 848 2352 4583 5952 6037 6038 6316 6317 7360 7794 14684
479, 190 270 3356 4856 4857 4900 8333
480, 10 488 534 1886 4607 6017 6018 8936 13787 14435 14686
481, 1118 3154 3644 4540 6233 9999
482, 613 865 1188 1568 2430 2963 7757
483, 93 95 2751 4912 4913 6084 8509
484, 485 658 734 5621 5962 6553 8874 11810 11837
485, 484 734 5621 5962 6553 8574 8874 11810 11837
486, 791 1177 3204 3938 5028
487, 398 4536 6055 6460 14738
488, 10 480 534 1381 2695 4606 4607 6017 6018 6195 6196 7379 14686
489, 1006 2865 6218 7239 12988 12989 13142 14702 14706
490, 491 542 1000 1115 1169 1650 2816 3956 7250 8396 8718
491, 490 542 1000 1115 1169 1678 2379 2817 3029 4698
492, 2569 5102 5596 5865 6518 7416 7661 7863 9514 9515 9923
493, 715 2134 2827 3682 3835 5053 6293 8895 9763
494, 705 777 1014 2893 3326 5781 8819 10657
495, 37 352 6031 6165 6166 7408 7409
496, 468 2244 2987 3119 4544
497, 571 3905 4076 6098 6956 6957 7980 8113 8953 9012 9987 9988
498, 909 1588 6647 7280 7281 8255 8850 9100
499, 820 1744 2131 2133 2770 3277 5049 6118 6119 8209 8866 8867
500, 824 1498 1499 1554 4815 7061 8682 8683 9565 11099
501, 1269 4346 4347 5410 5411 8773 10117
502, 433 944 985 1722 1896 5618 6324 7160 7568 8002 8003
503, 2417 2533 6102 10758 11396 11499 12156 12179 12223 14696 14739 14746
504, 260 1725 2234 3707 6431 9606 11518 11519
505, 537 902 911 2643 3485 5070 7279 8192 8500 9933
506, 1335 3859 6560 6794 7185 9163 9842
507, 280 1864 5520 8498 9639 10143 11594 11595
508, 53 380 3691 3750 5198 7431
509, 650 653 725 812 3519 5226 5288 6724 6725 9340 9800
510, 234 358 610 5102 5696 5866 6965 7863 9922 9923
511, 3594 3595 4047 4746 5896 6136
512, 85 921 922 975 1821 4326 4327 12013
513, 607 1351 2390 2391 2922
514, 16 311 743 803 1375 3016 8995 8996 11279 11280
515, 56 184 189 3799 4015 4902 4914
516, 230 1416 4294 7026 8201 12262 12486
517, 280 2901 3822 3823 6297 7542 8167 8498 9843
518, 1518 1525 6799 8569 10277 11019
519, 933 2513 2945 3224 3225 8780 8875 14554 14648
520, 1264 1386 1409 1813 8118 8402 9082 9259
