# 168
J_33 4242138.343 5429336.901 55 0.00000    1.0000  % 247.338 247.338 0 % 1 23652   1 
J_32 4242196.457 5429303.967 56 0.00000    1.0000  % 248.512 248.512 0 % 1 22470   1 
J_36 4242371.148 5429442.226 57 0.00000    1.0000  % 263.890 263.890 0 % 1 28126   1 
J_216 4242055.951 5429393.572 58 0.00000    1.0000  % 245.066 245.066 0 % 1 26024   1 
J_217 4242030.467 5429411.100 59 0.00000    1.0000  % 244.319 244.319 0 % 1 26416   1 
J_215 4242097.147 5429365.236 60 0.00000    1.0000  % 246.315 246.315 0 % 1 24838   1 
J_179 4242223.874 5429157.179 61 0.00000    1.0000  % 255.107 255.107 0 % 1 16478   1 
J_212 4242104.598 5429285.966 62 0.00000    1.0000  % 249.664 249.664 0 % 1 21640   1 
J_213 4242050.689 5429316.669 63 0.00000    1.0000  % 252.889 252.889 0 % 1 22824   1 
J_177 4242223.242 5429233.544 64 0.00000    1.0000  % 250.757 250.757 0 % 1 19678   1 
J_210 4242534.432 5429145.865 65 0.00000    1.0000  % 255.557 255.557 0 % 1 16176   1 
J_178 4242252.318 5429218.521 66 0.00000    1.0000  % 251.263 251.263 0 % 1 18888   1 
J_176 4242178.820 5429256.494 67 0.00000    1.0000  % 250.398 250.398 0 % 1 20464   1 
J_173 4243006.246 5428913.812 68 0.00000    1.0000  % 276.081 276.081 0 % 1 6726   1 
J_174 4243055.116 5428963.470 69 0.00000    1.0000  % 273.340 273.340 0 % 1 8742   1 
J_172 4242971.174 5428878.175 70 0.00000    1.0000  % 277.148 277.148 0 % 1 5516   1 
J_170 4242885.351 5428792.709 71 0.00000    1.0000  % 278.120 278.120 0 % 1 1888   1 
J_20 4242221.462 5429367.458 72 0.00000    1.0000  % 253.106 253.106 0 % 1 24878   1 
J_24 4242151.843 5429356.274 73 0.00000    1.0000  % 247.388 247.388 0 % 1 24456   1 
J_23 4242200.766 5429340.587 74 0.00000    1.0000  % 248.805 248.805 0 % 1 23670   1 
J_21 4242186.885 5429421.588 75 0.00000    1.0000  % 253.653 253.653 0 % 1 27266   1 
J_28 4242086.742 5429501.099 76 0.00000    1.0000  % 250.019 250.019 0 % 1 30434   1 
J_209 4242509.855 5429148.263 77 0.00000    1.0000  % 255.138 255.138 0 % 1 16170   1 
J_27 4242110.936 5429468.361 78 0.00000    1.0000  % 250.237 250.237 0 % 1 28842   1 
J_26 4242140.651 5429428.149 79 0.00000    1.0000  % 250.308 250.308 0 % 1 27252   1 
J_25 4242170.367 5429387.938 80 0.00000    1.0000  % 249.903 249.903 0 % 1 25662   1 
J_2 4242425.444 5429479.793 81 0.00000    1.0000  % 267.802 267.802 0 % 1 29342   1 
J_205 4242370.904 5429206.162 82 0.00000    1.0000  % 251.300 251.300 0 % 1 18524   1 
J_1 4242386.401 5429511.028 83 0.00000    1.0000  % 267.932 267.932 0 % 1 30930   1 
J_206 4242396.191 5429192.440 84 0.00000    1.0000  % 251.817 251.817 0 % 1 17734   1 
J_4 4242503.530 5429417.323 85 0.00000    1.0000  % 266.640 266.640 0 % 1 26968   1 
J_3 4242464.487 5429448.558 86 0.00000    1.0000  % 267.343 267.343 0 % 1 28154   1 
J_29 4242326.959 5429230.012 87 0.00000    1.0000  % 250.438 250.438 0 % 1 19312   1 
J_6 4242626.487 5429293.989 88 0.00000    1.0000  % 261.681 261.681 0 % 1 22206   1 
J_5 4242540.936 5429387.398 89 0.00000    1.0000  % 265.776 265.776 0 % 1 25780   1 
J_246 4242338.518 5428983.132 90 0.00000    1.0000  % 265.716 265.716 0 % 1 9314   1 
J_8 4242695.932 5429222.035 91 0.00000    1.0000  % 261.109 261.109 0 % 1 19028   1 
J_243 4242260.789 5429012.727 92 0.00000    1.0000  % 265.059 265.059 0 % 1 10490   1 
J_7 4242661.209 5429258.012 93 0.00000    1.0000  % 261.248 261.248 0 % 1 20618   1 
J_123 4242724.672 5428896.381 94 0.00000    1.0000  % 265.911 265.911 0 % 1 5838   1 
J_120 4242596.031 5428898.492 95 0.00000    1.0000  % 269.141 269.141 0 % 1 6196   1 
J_9 4242733.773 5429182.826 96 0.00000    1.0000  % 261.548 261.548 0 % 1 17440   1 
J_57 4242557.903 5429283.004 97 0.00000    1.0000  % 259.841 259.841 0 % 1 21784   1 
J_55 4242511.312 5429301.151 98 0.00000    1.0000  % 260.357 260.357 0 % 1 22170   1 
J_59 4242628.553 5429255.486 99 0.00000    1.0000  % 259.545 259.545 0 % 1 20606   1 
J_119 4242718.612 5429091.396 100 0.00000    1.0000  % 259.961 259.961 0 % 1 13836   1 
J_58 4242604.493 5429264.857 101 0.00000    1.0000  % 259.465 259.465 0 % 1 21000   1 
J_117 4242702.905 5428959.981 102 0.00000    1.0000  % 261.584 261.584 0 % 1 8630   1 
J_118 4242717.329 5429024.392 103 0.00000    1.0000  % 260.546 260.546 0 % 1 11036   1 
J_239 4242645.675 5428892.532 104 0.00000    1.0000  % 265.335 265.335 0 % 1 5812   1 
J_115 4242675.222 5428888.986 105 0.00000    1.0000  % 263.421 263.421 0 % 1 5822   1 
J_236 4242678.742 5428857.846 106 0.00000    1.0000  % 263.565 263.565 0 % 1 4622   1 
J_116 4242693.386 5428935.569 107 0.00000    1.0000  % 262.123 262.123 0 % 1 7428   1 
J_113 4242774.877 5428858.374 108 0.00000    1.0000  % 272.222 272.222 0 % 1 4654   1 
J_234 4242773.634 5429028.983 109 0.00000    1.0000  % 264.933 264.933 0 % 1 11452   1 
J_114 4242766.353 5428902.615 110 0.00000    1.0000  % 269.646 269.646 0 % 1 6250   1 
J_111 4242793.797 5428760.180 111 0.00000    1.0000  % 274.160 274.160 0 % 1 660   1 
J_199 4242993.454 5429096.291 112 0.00000    1.0000  % 273.617 273.617 0 % 1 14322   1 
J_232 4242769.229 5428952.532 113 0.00000    1.0000  % 268.107 268.107 0 % 1 8252   1 
J_112 4242784.337 5428809.277 114 0.00000    1.0000  % 274.160 274.160 0 % 1 2656   1 
J_233 4242772.105 5429002.450 115 0.00000    1.0000  % 265.078 265.078 0 % 1 10252   1 
J_197 4243038.817 5429010.739 116 0.00000    1.0000  % 273.495 273.495 0 % 1 10738   1 
J_110 4242617.862 5428964.009 117 0.00000    1.0000  % 267.206 267.206 0 % 1 8604   1 
J_198 4243023.789 5429054.321 118 0.00000    1.0000  % 273.817 273.817 0 % 1 12332   1 
J_193 4242400.715 5428903.646 119 0.00000    1.0000  % 269.398 269.398 0 % 1 6134   1 
J_194 4242354.744 5428923.310 120 0.00000    1.0000  % 268.283 268.283 0 % 1 6920   1 
J_190 4242256.481 5428904.614 121 0.00000    1.0000  % 270.111 270.111 0 % 1 6088   1 
J_41 4242352.282 5429541.440 122 0.00000    1.0000  % 267.600 267.600 0 % 1 32120   1 
J_49 4242182.375 5429489.175 123 0.00000    1.0000  % 253.653 253.653 0 % 1 29666   1 
J_108 4242509.504 5428982.154 124 0.00000    1.0000  % 266.071 266.071 0 % 1 9370   1 
J_229 4242903.354 5428807.775 125 0.00000    1.0000  % 278.334 278.334 0 % 1 2694   1 
J_109 4242558.817 5428973.896 126 0.00000    1.0000  % 266.778 266.778 0 % 1 8984   1 
J_227 4243094.244 5428906.409 127 0.00000    1.0000  % 272.991 272.991 0 % 1 6354   1 
J_107 4242443.702 5429010.739 128 0.00000    1.0000  % 262.615 262.615 0 % 1 10548   1 
J_225 4243155.063 5428866.591 129 0.00000    1.0000  % 272.889 272.889 0 % 1 4774   1 
J_105 4242658.106 5429025.252 130 0.00000    1.0000  % 264.442 264.442 0 % 1 11016   1 
J_226 4243131.133 5428875.824 131 0.00000    1.0000  % 272.889 272.889 0 % 1 5166   1 
J_146 4242393.484 5428842.979 132 0.00000    1.0000  % 273.003 273.003 0 % 1 3732   1 
J_144 4242458.886 5428834.520 133 0.00000    1.0000  % 271.938 271.938 0 % 1 3352   1 
J_142 4242524.363 5428826.552 134 0.00000    1.0000  % 269.348 269.348 0 % 1 2974   1 
J_140 4242634.686 5428813.872 135 0.00000    1.0000  % 264.936 264.936 0 % 1 2608   1 
J_141 4242585.013 5428819.581 136 0.00000    1.0000  % 266.852 266.852 0 % 1 2994   1 
J_71 4242527.554 5429348.440 137 0.00000    1.0000  % 263.859 263.859 0 % 1 24174   1 
J_75 4242324.113 5429106.925 138 0.00000    1.0000  % 259.315 259.315 0 % 1 14510   1 
J_74 4242306.452 5429048.974 139 0.00000    1.0000  % 263.143 263.143 0 % 1 12104   1 
J_73 4242291.876 5429001.146 140 0.00000    1.0000  % 265.953 265.953 0 % 1 10100   1 
J_79 4242127.385 5429319.326 141 0.00000    1.0000  % 247.639 247.639 0 % 1 22848   1 
J_77 4242420.118 5429086.273 142 0.00000    1.0000  % 257.871 257.871 0 % 1 13740   1 
J_76 4242377.074 5429103.823 143 0.00000    1.0000  % 258.967 258.967 0 % 1 14126   1 
J_139 4242684.359 5428808.163 144 0.00000    1.0000  % 264.138 264.138 0 % 1 2624   1 
J_137 4242067.042 5429226.001 145 0.00000    1.0000  % 259.530 259.530 0 % 1 19228   1 
J_138 4242027.204 5429245.994 146 0.00000    1.0000  % 261.821 261.821 0 % 1 20016   1 
J_136 4242111.731 5429203.575 147 0.00000    1.0000  % 256.264 256.264 0 % 1 18442   1 
J_133 4242892.582 5428967.383 148 0.00000    1.0000  % 274.540 274.540 0 % 1 9090   1 
J_134 4242885.654 5429024.166 149 0.00000    1.0000  % 272.616 272.616 0 % 1 11088   1 
J_131 4242906.765 5428889.120 150 0.00000    1.0000  % 276.983 276.983 0 % 1 5896   1 
J_132 4242898.637 5428917.751 151 0.00000    1.0000  % 276.040 276.040 0 % 1 7092   1 
J_130 4242936.103 5428842.538 152 0.00000    1.0000  % 277.845 277.845 0 % 1 3904   1 
J_60 4242660.290 5429216.849 153 0.00000    1.0000  % 259.781 259.781 0 % 1 19016   1 
J_64 4242765.408 5429144.106 154 0.00000    1.0000  % 262.594 262.594 0 % 1 16250   1 
J_61 4242686.513 5429184.925 155 0.00000    1.0000  % 260.274 260.274 0 % 1 17826   1 
J_68 4242496.277 5429267.460 156 0.00000    1.0000  % 257.758 257.758 0 % 1 20964   1 
J_67 4242475.902 5429221.800 157 0.00000    1.0000  % 255.306 255.306 0 % 1 18958   1 
J_66 4242455.526 5429176.140 158 0.00000    1.0000  % 253.465 253.465 0 % 1 17352   1 
J_65 4242789.905 5429114.122 159 0.00000    1.0000  % 263.566 263.566 0 % 1 14658   1 
J_128 4242539.761 5428909.612 160 0.00000    1.0000  % 270.175 270.175 0 % 1 6578   1 
J_249 4242338.427 5429320.484 161 0.00000    1.0000  % 256.891 256.891 0 % 1 22914   1 
J_126 4242422.455 5428948.684 162 0.00000    1.0000  % 266.854 266.854 0 % 1 8142   1 
J_127 4242490.709 5428919.305 163 0.00000    1.0000  % 270.088 270.088 0 % 1 6964   1 
61232819 4242087.320 5429403.853 164 0.00000    1.0000  % 242.679 242.679 0 % 1 26434   1 
RRBAnneke 4242640.643 5428762.765 165 0.00000    1.0000  % 262.508 262.508 0 % 1 610   1 
STAAT337 4243181.477 5429058.251 166 0.00000    1.0000  % 265.995 265.995 0 % 1 12782   1 
62236032 4242880.980 5429082.964 167 0.00000    1.0000  % 265.408 265.408 0 % 1 13488   1 

